,state,comid,agro_processing,milling_facility,feed_mill,corn_husker,cocoa_mill,palm_oil_mill,rice_husker,crop_processing_facility,electricity_available,land_degradation_pct,increase_land_degradation,abandoned_farm_pct,land_issue_soil_erosion,land_issue_poor_roads,land_issue_other,produce_transport_method,extension_services_present,storage_facility_available,challenge_crop_diseases,challenge_animal_damage,sales_difficulties,poor_transport,main_crop_planted
156,KWARA,COM0009169,No,,,,,,,,Yes,None (0%),,None (0%),,,,Car/Van,Yes,No,Yes,Yes,No,Yes,MAIZE
157,PLATEAU,COM0015448,Yes,No,No,Yes,No,No,No,Yes,No,51%-75%,Staying the same,51%-75%,2.0,0.0,0.0,Car/Van,No,No,Yes,Yes,Yes,Yes,MAIZE
158,BENUE,COM0021296,Yes,No,No,No,No,No,No,No,Yes,26%-50%,Decreasing,None (0%),,,,Car/Van,No,No,Yes,No,No,No,CASSAVA
159,NIGER,COM0001783,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,
160,FCT,COM0013769,No,No,No,No,No,No,Yes,No,Yes,26%-50%,Decreasing,1%-25%,2.0,0.0,0.0,Tricycle/Motorcycle,No,Yes,Yes,No,No,Yes,MAIZE
161,KOGI,COM0015369,Yes,No,No,No,No,No,No,Yes,Yes,1%-25%,Staying the same,None (0%),,,,Car/Van,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
162,NASARAWA,COM0018533,Yes,No,No,Yes,No,No,Yes,No,Yes,26%-50%,Increasing,1%-25%,0.0,0.0,0.0,Foot,No,No,Yes,Yes,No,Yes,
163,KWARA,COM0004137,Yes,No,No,Yes,No,No,Yes,No,No,26%-50%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,GUINEA CORN (SORGHUM)
164,PLATEAU,COM0010815,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,
165,FCT,COM0025216,No,,,,,,,,No,26%-50%,Increasing,None (0%),,,,Car/Van,No,No,Yes,No,No,Yes,MAIZE
166,KWARA,COM0014058,Yes,No,No,Yes,No,Yes,No,No,Yes,1%-25%,Staying the same,None (0%),,,,Foot,No,No,No,No,No,Yes,MAIZE
167,KWARA,COM0010827,Yes,No,No,Yes,No,No,Yes,No,No,51%-75%,Decreasing,51%-75%,2.0,3.0,1.0,Boat/Canoe,No,No,Yes,Yes,Yes,Yes,RICE
168,PLATEAU,COM0005551,No,,,,,,,,No,None (0%),,None (0%),,,,Car/Van,No,No,Yes,Yes,Yes,Yes,MAIZE
169,NIGER,COM0025664,No,,,,,,,,No,26%-50%,Increasing,26%-50%,3.0,2.0,0.0,Tricycle/Motorcycle,No,No,No,Yes,Yes,Yes,MAIZE
170,PLATEAU,COM0005567,No,,,,,,,,No,None (0%),,None (0%),,,,Foot,No,No,Yes,No,No,Yes,MAIZE
171,KWARA,COM0002832,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,MAIZE
172,BENUE,COM0014757,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,"YAM, THREE LEAVED"
173,KWARA,COM0009946,Yes,Yes,Yes,No,No,No,No,Yes,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,MAIZE
174,NIGER,COM0002778,Yes,Yes,Yes,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,Yes,Yes,No,No,Yes,
175,NASARAWA,COM0017745,No,,,,,,,,No,None (0%),,None (0%),,,,Car/Van,No,No,No,Yes,No,No,MAIZE
176,PLATEAU,COM0004031,Yes,Yes,Yes,No,No,No,No,No,No,None (0%),,None (0%),,,,Foot,No,No,Yes,Yes,No,Yes,MAIZE
177,BENUE,COM0019937,Yes,Yes,No,No,No,Yes,Yes,No,No,1%-25%,Decreasing,1%-25%,1.0,0.0,0.0,Bicycle,No,No,Yes,No,Yes,Yes,RICE
178,NASARAWA,COM0019986,No,,,,,,,,Yes,26%-50%,Increasing,1%-25%,2.0,0.0,1.0,Foot,Yes,No,No,No,No,No,MAIZE
179,BENUE,COM0016885,Yes,Yes,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Car/Van,No,No,No,No,No,Yes,RICE
180,NIGER,COM0026016,Yes,Yes,No,Yes,No,No,Yes,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,
181,NASARAWA,COM0007051,No,,,,,,,,No,None (0%),,None (0%),,,,Foot,No,No,No,No,No,Yes,
182,NIGER,COM0021713,No,,,,,,,,No,26%-50%,Increasing,26%-50%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,No,No,BEANS/COWPEA
183,NIGER,COM0025343,Yes,No,No,No,No,No,No,No,Yes,None (0%),,26%-50%,1.0,2.0,3.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,MAIZE
184,BENUE,COM0001396,Yes,No,No,No,No,No,No,Yes,Yes,None (0%),,None (0%),,,,Other (specify),No,No,No,Yes,Yes,Yes,CASSAVA
185,KOGI,COM0004730,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Staying the same,26%-50%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
186,KWARA,COM0005916,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,SOYA BEANS
187,NIGER,COM0006136,No,,,,,,,,No,1%-25%,Increasing,1%-25%,2.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,No,No,MAIZE
188,PLATEAU,COM0014475,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,,,,,
189,NIGER,COM0001406,Yes,Yes,No,No,Yes,No,No,No,No,1%-25%,Decreasing,1%-25%,0.0,2.0,0.0,Foot,No,No,Yes,No,No,No,
190,NASARAWA,COM0017229,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,MAIZE
191,PLATEAU,COM0023130,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,
192,KOGI,COM0014010,No,Yes,No,No,No,No,No,No,Yes,1%-25%,Staying the same,None (0%),,,,Car/Van,No,No,No,No,Yes,Yes,"YAM, THREE LEAVED"
193,NASARAWA,COM0006608,No,,,,,,,,No,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,
194,NIGER,COM0003811,Yes,No,No,No,No,No,No,No,No,None (0%),,26%-50%,3.0,0.0,1.0,Tricycle/Motorcycle,Yes,No,Yes,Yes,No,Yes,GUINEA CORN (SORGHUM)
195,BENUE,COM0025003,No,,,,,,,,Yes,1%-25%,Increasing,None (0%),,,,Foot,No,No,Yes,No,No,Yes,BEANS/COWPEA
196,KOGI,COM0009441,Yes,Yes,No,No,No,Yes,Yes,No,Yes,26%-50%,Staying the same,1%-25%,0.0,2.0,0.0,Tricycle/Motorcycle,No,Yes,Yes,Yes,Yes,Yes,
197,BENUE,COM0026262,Yes,No,No,No,No,No,No,Yes,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,CASSAVA
198,BENUE,COM0021294,Yes,No,No,Yes,No,Yes,No,No,Yes,51%-75%,Staying the same,None (0%),,,,Other (specify),No,No,Yes,Yes,Yes,Yes,"YAM, WHITE"
199,BENUE,COM0011613,Yes,No,No,Yes,No,No,No,No,Yes,26%-50%,Staying the same,51%-75%,0.0,0.0,3.0,Car/Van,No,No,Yes,Yes,No,No,"YAM, THREE LEAVED"
200,NIGER,COM0021985,Yes,No,No,No,No,No,Yes,Yes,Yes,26%-50%,Increasing,26%-50%,1.0,0.0,0.0,Car/Van,No,Yes,No,No,No,No,MAIZE
201,PLATEAU,COM0015758,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,
202,BENUE,COM0002742,Yes,No,Yes,Yes,No,No,Yes,No,Yes,None (0%),,None (0%),,,,Car/Van,No,No,Yes,No,No,No,"YAM, WHITE"
203,KWARA,COM0006787,Yes,No,No,No,No,No,No,No,No,1%-25%,Increasing,1%-25%,0.0,3.0,0.0,Car/Van,No,No,Yes,Yes,No,Yes,MAIZE
204,NASARAWA,COM0008081,Yes,No,No,Yes,No,Yes,Yes,No,No,51%-75%,Decreasing,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,No,Yes,No,No,Yes,Yes,CASSAVA
205,NIGER,COM0008476,Yes,Yes,No,No,No,No,No,No,No,51%-75%,Increasing,51%-75%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,No,No,
206,NIGER,COM0000095,No,,,,,,,,No,1%-25%,Increasing,1%-25%,0.0,0.0,1.0,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,
207,FCT,COM0010375,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Car/Van,No,No,Yes,No,No,Yes,
208,NIGER,COM0005433,No,,,,,,,,No,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,"YAM, WHITE"
209,BENUE,COM0024534,Yes,No,No,No,No,No,No,No,No,1%-25%,Staying the same,1%-25%,2.0,0.0,0.0,Foot,No,No,Yes,Yes,Yes,Yes,"YAM, WHITE"
210,KOGI,COM0013072,No,Yes,No,No,No,No,No,No,Yes,1%-25%,Decreasing,1%-25%,0.0,0.0,0.0,Car/Van,No,No,No,No,No,No,MILLET/MAIWA
211,NIGER,COM0015722,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,
212,NASARAWA,COM0000475,Yes,No,No,Yes,No,No,No,No,No,76%-100%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,
213,NASARAWA,COM0006461,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1%-25%,Increasing,1%-25%,0.0,0.0,0.0,Foot,Yes,Yes,No,No,No,No,CASSAVA
214,NASARAWA,COM0026346,No,,,,,,,,No,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,
215,PLATEAU,COM0011861,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,GUINEA CORN (SORGHUM)
216,KOGI,COM0021123,Yes,No,No,No,No,No,No,No,No,None (0%),,1%-25%,2.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,Yes,No,Yes,GUINEA CORN (SORGHUM)
217,FCT,COM0000895,No,,,,,,,,No,1%-25%,Increasing,1%-25%,3.0,0.0,0.0,Car/Van,No,No,Yes,No,Yes,Yes,GUINEA CORN (SORGHUM)
218,BENUE,COM0022267,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,SOYA BEANS
219,KOGI,COM0023896,Yes,No,No,Yes,No,Yes,No,No,No,None (0%),,1%-25%,3.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,Yes,No,"YAM, YELLOW"
220,BENUE,COM0011040,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,CASSAVA
221,BENUE,COM0011880,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Car/Van,No,No,No,No,No,No,CASSAVA
222,BENUE,COM0010995,Yes,No,No,No,No,No,No,Yes,Yes,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,CASSAVA
223,NASARAWA,COM0015463,Yes,Yes,No,No,No,No,No,Yes,Yes,26%-50%,Increasing,1%-25%,0.0,0.0,0.0,Foot,Yes,Yes,No,No,No,No,
224,PLATEAU,COM0013918,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,MAIZE
225,KWARA,COM0002682,No,,,,,,,,No,None (0%),,None (0%),,,,Foot,No,No,No,No,No,No,"YAM, WHITE"
226,KWARA,COM0016340,No,,,,,,,,Yes,51%-75%,Increasing,51%-75%,0.0,0.0,2.0,Car/Van,No,No,No,Yes,No,No,CASSAVA
227,NASARAWA,COM0021124,Yes,No,No,Yes,No,No,Yes,Yes,Yes,26%-50%,Decreasing,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,Yes,Yes,Yes,Yes,Yes,Yes,MAIZE
228,KWARA,COM0007835,Yes,No,No,Yes,No,Yes,No,Yes,Yes,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,"YAM, THREE LEAVED"
229,BENUE,COM0024259,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Increasing,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
230,NIGER,COM0025386,Yes,Yes,No,Yes,No,No,No,No,No,26%-50%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,"YAM, WHITE"
231,FCT,COM0016420,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,Yes,No,No,GUINEA CORN (SORGHUM)
232,BENUE,COM0026457,Yes,Yes,No,No,No,No,No,No,Yes,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,"YAM, WHITE"
233,KOGI,COM0005140,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,Yes,No,No,CASSAVA
234,BENUE,COM0023679,Yes,No,No,No,No,No,No,No,No,None (0%),,26%-50%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,GUINEA CORN (SORGHUM)
235,NASARAWA,COM0005886,No,,,,,,,,No,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,MAIZE
236,BENUE,COM0003541,No,No,No,Yes,No,No,Yes,No,Yes,1%-25%,Staying the same,1%-25%,0.0,0.0,0.0,Car/Van,No,No,No,No,No,No,MAIZE
237,BENUE,COM0002730,Yes,No,No,No,No,No,No,Yes,No,None (0%),,76%-100%,0.0,0.0,2.0,Foot,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
238,NIGER,COM0012990,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,
239,KOGI,COM0012723,Yes,No,No,No,No,Yes,No,Yes,No,51%-75%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,BEANS/COWPEA
240,NIGER,COM0019990,Yes,No,No,No,No,No,No,No,No,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,
241,NIGER,COM0018938,Yes,Yes,No,No,No,No,No,No,Yes,1%-25%,Increasing,1%-25%,0.0,0.0,1.0,Tricycle/Motorcycle,No,Yes,No,No,No,Yes,GUINEA CORN (SORGHUM)
242,BENUE,COM0000863,Yes,No,No,Yes,No,Yes,Yes,Yes,No,26%-50%,Decreasing,26%-50%,0.0,0.0,3.0,Car/Van,Yes,No,Yes,No,Yes,No,"YAM, THREE LEAVED"
243,KOGI,COM0022668,Yes,No,No,No,No,No,No,No,No,51%-75%,Increasing,51%-75%,3.0,2.0,0.0,Car/Van,No,No,Yes,No,Yes,Yes,
244,FCT,COM0015066,Yes,No,No,No,No,No,No,No,Yes,26%-50%,Staying the same,26%-50%,0.0,0.0,0.0,Car/Van,No,No,No,No,No,No,CASSAVA
245,KOGI,COM0022251,No,,,,,,,,No,None (0%),,None (0%),,,,Car/Van,No,No,No,No,No,Yes,
246,NIGER,COM0002230,Yes,No,No,Yes,No,No,Yes,No,No,None (0%),,1%-25%,0.0,0.0,1.0,Tricycle/Motorcycle,No,No,No,No,No,No,BEANS/COWPEA
247,KOGI,COM0005833,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,None (0%),,None (0%),,,,Foot,No,No,Yes,Yes,No,Yes,CASSAVA
248,NIGER,COM0008097,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,MAIZE
249,BENUE,COM0022994,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
250,KOGI,COM0015644,Yes,No,No,Yes,No,Yes,Yes,No,Yes,26%-50%,Increasing,1%-25%,0.0,0.0,3.0,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,MAIZE
251,BENUE,COM0024071,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
252,NIGER,COM0018784,Yes,Yes,Yes,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,GUINEA CORN (SORGHUM)
253,KOGI,COM0002473,No,,,,,,,,No,26%-50%,Increasing,None (0%),,,,Boat/Canoe,No,No,No,Yes,Yes,Yes,RICE
254,KOGI,COM0025953,Yes,Yes,No,No,No,Yes,No,Yes,Yes,76%-100%,Decreasing,51%-75%,0.0,2.0,3.0,Foot,No,No,Yes,No,No,Yes,RICE
255,BENUE,COM0007361,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,"YAM, WHITE"
256,BENUE,COM0004631,No,,,,,,,,No,51%-75%,Increasing,None (0%),,,,Car/Van,No,No,Yes,No,Yes,Yes,ORANGE
257,BENUE,COM0015974,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,GUINEA CORN (SORGHUM)
258,BENUE,COM0015525,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,CASSAVA
259,NIGER,COM0004827,Yes,No,No,No,No,No,Yes,Yes,No,1%-25%,Staying the same,1%-25%,0.0,2.0,1.0,Tricycle/Motorcycle,No,No,No,No,No,No,MAIZE
260,KOGI,COM0004578,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Car/Van,No,No,Yes,Yes,Yes,Yes,"YAM, WHITE"
261,PLATEAU,COM0008128,Yes,Yes,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,MAIZE
262,PLATEAU,COM0018393,No,No,No,Yes,No,No,No,No,No,26%-50%,Increasing,None (0%),,,,Car/Van,No,Yes,Yes,Yes,Yes,Yes,MAIZE
263,PLATEAU,COM0009033,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,GUINEA CORN (SORGHUM)
264,NIGER,COM0007762,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,MAIZE
265,KWARA,COM0016017,Yes,Yes,No,Yes,No,No,Yes,No,Yes,None (0%),,26%-50%,1.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,No,No,
266,FCT,COM0021455,Yes,No,No,Yes,No,No,No,No,Yes,51%-75%,Increasing,51%-75%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,MAIZE
267,PLATEAU,COM0018235,Yes,Yes,No,No,No,No,No,No,No,1%-25%,Increasing,None (0%),,,,Car/Van,No,No,Yes,Yes,Yes,Yes,MAIZE
268,PLATEAU,COM0000598,Yes,No,No,Yes,No,No,Yes,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,MAIZE
269,NIGER,COM0014738,Yes,No,No,No,No,No,No,Yes,No,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,MAIZE
270,BENUE,COM0007783,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,MAIZE
271,BENUE,COM0008372,Yes,Yes,No,No,No,No,Yes,No,No,1%-25%,Increasing,1%-25%,1.0,0.0,0.0,Car/Van,No,No,Yes,Yes,No,No,CASSAVA
272,KWARA,COM0017945,Yes,Yes,No,No,No,No,No,No,No,26%-50%,Increasing,26%-50%,0.0,0.0,0.0,Car/Van,No,No,,,,,MAIZE
273,BENUE,COM0012725,Yes,No,No,No,No,No,No,Yes,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,"YAM, WHITE"
274,PLATEAU,COM0022551,Yes,Yes,No,No,No,No,No,No,No,1%-25%,Increasing,None (0%),,,,Foot,No,No,No,Yes,Yes,Yes,MAIZE
275,NIGER,COM0001688,Yes,No,No,No,No,Yes,No,No,Yes,26%-50%,Increasing,1%-25%,2.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,GUINEA CORN (SORGHUM)
276,PLATEAU,COM0005625,Yes,Yes,No,No,No,No,No,No,No,1%-25%,Decreasing,None (0%),,,,Foot,No,Yes,No,No,No,No,MAIZE
277,NIGER,COM0009689,Yes,Yes,No,No,No,No,No,Yes,Yes,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,MAIZE
278,NASARAWA,COM0001372,No,,,,,,,,No,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,BEENI-SEED/SESAME
279,NASARAWA,COM0018609,No,,,,,,,,No,26%-50%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,
280,PLATEAU,COM0005562,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,MAIZE
281,BENUE,COM0019339,Yes,No,No,No,No,Yes,No,No,No,None (0%),,None (0%),,,,Foot,No,No,Yes,Yes,No,Yes,CASSAVA
282,NIGER,COM0005094,Yes,Yes,No,Yes,No,No,No,No,Yes,51%-75%,Increasing,51%-75%,0.0,0.0,1.0,Car/Van,No,No,Yes,Yes,Yes,No,MAIZE
283,KOGI,COM0012028,Yes,No,No,No,No,No,No,Yes,Yes,None (0%),,1%-25%,0.0,0.0,0.0,Car/Van,No,No,No,Yes,No,No,CASSAVA
284,NIGER,COM0022687,No,,,,,,,,No,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
285,KWARA,COM0003940,Yes,Yes,No,Yes,No,No,No,Yes,No,None (0%),,1%-25%,0.0,0.0,2.0,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,GUINEA CORN (SORGHUM)
286,NIGER,COM0013277,No,,,,,,,,No,26%-50%,Staying the same,1%-25%,0.0,2.0,0.0,Tricycle/Motorcycle,No,No,,,,,GUINEA CORN (SORGHUM)
287,PLATEAU,COM0014602,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Car/Van,No,No,Yes,Yes,No,Yes,MAIZE
288,BENUE,COM0024865,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Foot,No,No,Yes,Yes,Yes,Yes,BEANS/COWPEA
289,BENUE,COM0013868,Yes,No,No,No,No,Yes,No,No,No,None (0%),,26%-50%,0.0,3.0,0.0,Tricycle/Motorcycle,No,No,No,No,Yes,No,"YAM, THREE LEAVED"
290,BENUE,COM0015393,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
291,KOGI,COM0007604,No,,,,,,,,No,1%-25%,Increasing,1%-25%,3.0,2.0,0.0,Car/Van,No,No,No,No,Yes,Yes,
292,NASARAWA,COM0018260,Yes,No,No,No,No,No,No,Yes,No,1%-25%,Decreasing,1%-25%,2.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,CASSAVA
293,NIGER,COM0004361,Yes,No,No,Yes,No,No,Yes,No,Yes,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,MAIZE
294,BENUE,COM0008152,Yes,Yes,Yes,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,CASSAVA
295,KOGI,COM0002588,No,,,,,,,,No,None (0%),,None (0%),,,,Car/Van,No,No,No,Yes,Yes,Yes,CASSAVA
296,PLATEAU,COM0021829,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Foot,No,No,No,No,No,No,
297,NASARAWA,COM0023997,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,MAIZE
298,NASARAWA,COM0017571,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,MAIZE
299,BENUE,COM0020967,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Foot,No,No,No,No,Yes,Yes,"YAM, WHITE"
300,KOGI,COM0000048,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
301,KWARA,COM0010479,Yes,No,No,No,No,No,No,No,No,26%-50%,Increasing,1%-25%,2.0,0.0,0.0,Car/Van,No,No,Yes,Yes,Yes,Yes,"YAM, WHITE"
302,NIGER,COM0000632,Yes,No,No,No,No,No,No,No,No,1%-25%,Increasing,1%-25%,2.0,3.0,0.0,Tricycle/Motorcycle,No,No,No,No,No,Yes,MAIZE
303,KOGI,COM0015016,No,No,No,No,No,No,No,No,No,76%-100%,Decreasing,76%-100%,2.0,3.0,1.0,Foot,No,No,Yes,No,No,Yes,RICE
304,KOGI,COM0012134,No,,,,,,,,Yes,None (0%),,1%-25%,0.0,0.0,0.0,Car/Van,No,No,No,Yes,No,No,CASSAVA
305,KOGI,COM0019858,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,None (0%),,76%-100%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,"YAM, THREE LEAVED"
306,NASARAWA,COM0007678,Yes,Yes,No,Yes,No,No,Yes,Yes,No,51%-75%,Increasing,1%-25%,1.0,2.0,3.0,Tricycle/Motorcycle,No,Yes,Yes,No,Yes,Yes,BEANS/COWPEA
307,KOGI,COM0003593,Yes,No,No,No,No,Yes,No,No,No,1%-25%,Increasing,1%-25%,0.0,0.0,0.0,Foot,No,No,No,No,No,No,"YAM, THREE LEAVED"
308,PLATEAU,COM0010446,Yes,Yes,No,Yes,No,No,No,No,No,1%-25%,Staying the same,1%-25%,0.0,0.0,0.0,Car/Van,No,No,Yes,No,No,Yes,"YAM, THREE LEAVED"
309,PLATEAU,COM0014676,No,,,,,,,,Yes,None (0%),,None (0%),,,,Foot,No,No,No,No,No,No,ACHA
310,NIGER,COM0009447,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,1%-25%,Staying the same,None (0%),,,,Tricycle/Motorcycle,Yes,No,No,Yes,No,No,MAIZE
311,BENUE,COM0021715,Yes,Yes,No,No,No,No,No,No,Yes,1%-25%,Staying the same,1%-25%,0.0,0.0,0.0,Car/Van,No,No,Yes,No,No,Yes,CASSAVA
312,PLATEAU,COM0020221,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,GUINEA CORN (SORGHUM)
313,NIGER,COM0003093,Yes,No,No,No,No,No,No,No,No,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,
